"journal","author_number","count","Discipline","percent"
"J Oral Microbiol","1",18,"Microbiology",13.2
"J Oral Microbiol","2",21,"Microbiology",15.4
"J Oral Microbiol","3",18,"Microbiology",13.2
"J Oral Microbiol","4",18,"Microbiology",13.2
"J Oral Microbiol","5+",61,"Microbiology",44.9
"J Oral Pathol Med","1",26,"Medicine",2
"J Oral Pathol Med","2",81,"Medicine",6.1
"J Oral Pathol Med","3",132,"Medicine",10
"J Oral Pathol Med","4",214,"Medicine",16.2
"J Oral Pathol Med","5+",868,"Medicine",65.7
"J Oral Sci","1",39,"Dentistry",4.7
"J Oral Sci","2",77,"Dentistry",9.3
"J Oral Sci","3",111,"Dentistry",13.4
"J Oral Sci","4",160,"Dentistry",19.3
"J Oral Sci","5+",443,"Dentistry",53.4
"J Org Chem","1",255,"Chemistry",1.2
"J Org Chem","2",3591,"Chemistry",17.6
"J Org Chem","3",4532,"Chemistry",22.2
"J Org Chem","4",4112,"Chemistry",20.2
"J Org Chem","5+",7914,"Chemistry",38.8
"J Orofac Orthop","1",41,"Orthopedics",8.3
"J Orofac Orthop","2",73,"Orthopedics",14.8
"J Orofac Orthop","3",114,"Orthopedics",23.1
"J Orofac Orthop","4",124,"Orthopedics",25.1
"J Orofac Orthop","5+",142,"Orthopedics",28.7
"J Orofac Pain","1",71,"Medicine",15.7
"J Orofac Pain","2",33,"Medicine",7.3
"J Orofac Pain","3",67,"Medicine",14.8
"J Orofac Pain","4",94,"Medicine",20.8
"J Orofac Pain","5+",188,"Medicine",41.5
"J Orthod","1",135,"Orthodontics",33.2
"J Orthod","2",74,"Orthodontics",18.2
"J Orthod","3",81,"Orthodontics",19.9
"J Orthod","4",47,"Orthodontics",11.5
"J Orthod","5+",70,"Orthodontics",17.2
"J Orthop","1",20,"Orthopedics",8.2
"J Orthop","2",31,"Orthopedics",12.7
"J Orthop","3",38,"Orthopedics",15.6
"J Orthop","4",52,"Orthopedics",21.3
"J Orthop","5+",103,"Orthopedics",42.2
"J Orthop Case Rep","1",30,"Orthopedics",10.6
"J Orthop Case Rep","2",59,"Orthopedics",20.8
"J Orthop Case Rep","3",72,"Orthopedics",25.4
"J Orthop Case Rep","4",96,"Orthopedics",33.8
"J Orthop Case Rep","5+",27,"Orthopedics",9.5
"J Orthop Res","1",27,"Orthopedics",0.8
"J Orthop Res","2",123,"Orthopedics",3.9
"J Orthop Res","3",315,"Orthopedics",9.9
"J Orthop Res","4",480,"Orthopedics",15.1
"J Orthop Res","5+",2241,"Orthopedics",70.3
"J Orthop Sci","1",94,"Orthopedics",5
"J Orthop Sci","2",83,"Orthopedics",4.4
"J Orthop Sci","3",166,"Orthopedics",8.8
"J Orthop Sci","4",286,"Orthopedics",15.1
"J Orthop Sci","5+",1261,"Orthopedics",66.7
"J Orthop Sports Phys Ther","1",182,"Orthopedics",12
"J Orthop Sports Phys Ther","2",288,"Orthopedics",19
"J Orthop Sports Phys Ther","3",318,"Orthopedics",21
"J Orthop Sports Phys Ther","4",266,"Orthopedics",17.5
"J Orthop Sports Phys Ther","5+",462,"Orthopedics",30.5
"J Orthop Surg (Hong Kong)","1",51,"General Surgery",7.9
"J Orthop Surg (Hong Kong)","2",81,"General Surgery",12.5
"J Orthop Surg (Hong Kong)","3",134,"General Surgery",20.7
"J Orthop Surg (Hong Kong)","4",134,"General Surgery",20.7
"J Orthop Surg (Hong Kong)","5+",247,"General Surgery",38.2
"J Orthop Surg Res","1",17,"General Surgery",2.2
"J Orthop Surg Res","2",41,"General Surgery",5.2
"J Orthop Surg Res","3",112,"General Surgery",14.2
"J Orthop Surg Res","4",142,"General Surgery",18
"J Orthop Surg Res","5+",477,"General Surgery",60.5
"J Orthop Trauma","1",270,"Traumatology",10.7
"J Orthop Trauma","2",299,"Traumatology",11.8
"J Orthop Trauma","3",447,"Traumatology",17.7
"J Orthop Trauma","4",473,"Traumatology",18.7
"J Orthop Trauma","5+",1041,"Traumatology",41.1
"J Orthop Traumatol","1",16,"Traumatology",5.5
"J Orthop Traumatol","2",29,"Traumatology",9.9
"J Orthop Traumatol","3",40,"Traumatology",13.7
"J Orthop Traumatol","4",74,"Traumatology",25.3
"J Orthop Traumatol","5+",133,"Traumatology",45.5
"J Osteoporos","1",15,"Unclassified",11.5
"J Osteoporos","2",16,"Unclassified",12.3
"J Osteoporos","3",27,"Unclassified",20.8
"J Osteoporos","4",24,"Unclassified",18.5
"J Osteoporos","5+",48,"Unclassified",36.9
"J Otolaryngol","1",26,"Otolaryngology",4.6
"J Otolaryngol","2",83,"Otolaryngology",14.6
"J Otolaryngol","3",115,"Otolaryngology",20.2
"J Otolaryngol","4",150,"Otolaryngology",26.4
"J Otolaryngol","5+",194,"Otolaryngology",34.2
"J Otolaryngol Head Neck Surg","1",26,"Otolaryngology",3
"J Otolaryngol Head Neck Surg","2",92,"Otolaryngology",10.7
"J Otolaryngol Head Neck Surg","3",131,"Otolaryngology",15.3
"J Otolaryngol Head Neck Surg","4",185,"Otolaryngology",21.6
"J Otolaryngol Head Neck Surg","5+",423,"Otolaryngology",49.4
"J Ovarian Res","1",9,"Unclassified",2
"J Ovarian Res","2",18,"Unclassified",3.9
"J Ovarian Res","3",39,"Unclassified",8.5
"J Ovarian Res","4",55,"Unclassified",12
"J Ovarian Res","5+",339,"Unclassified",73.7
"J Paediatr Child Health","1",463,"Pediatrics",17.6
"J Paediatr Child Health","2",448,"Pediatrics",17.1
"J Paediatr Child Health","3",462,"Pediatrics",17.6
"J Paediatr Child Health","4",472,"Pediatrics",18
"J Paediatr Child Health","5+",782,"Pediatrics",29.8
"J Pain","1",101,"Medicine",5.6
"J Pain","2",189,"Medicine",10.5
"J Pain","3",295,"Medicine",16.4
"J Pain","4",294,"Medicine",16.3
"J Pain","5+",920,"Medicine",51.1
"J Pain Palliat Care Pharmacother","1",403,"Medicine",55.8
"J Pain Palliat Care Pharmacother","2",119,"Medicine",16.5
"J Pain Palliat Care Pharmacother","3",66,"Medicine",9.1
"J Pain Palliat Care Pharmacother","4",60,"Medicine",8.3
"J Pain Palliat Care Pharmacother","5+",74,"Medicine",10.2
"J Pain Res","1",31,"Medicine",6.6
"J Pain Res","2",76,"Medicine",16.2
"J Pain Res","3",89,"Medicine",19
"J Pain Res","4",76,"Medicine",16.2
"J Pain Res","5+",196,"Medicine",41.9
"J Pain Symptom Manage","1",303,"Medicine",10.5
"J Pain Symptom Manage","2",307,"Medicine",10.6
"J Pain Symptom Manage","3",382,"Medicine",13.2
"J Pain Symptom Manage","4",430,"Medicine",14.9
"J Pain Symptom Manage","5+",1470,"Medicine",50.8
"J Pak Med Assoc","1",490,"Medicine",12.6
"J Pak Med Assoc","2",781,"Medicine",20
"J Pak Med Assoc","3",865,"Medicine",22.2
"J Pak Med Assoc","4",663,"Medicine",17
"J Pak Med Assoc","5+",1098,"Medicine",28.2
"J Palliat Care","1",153,"Palliative Care",26.2
"J Palliat Care","2",98,"Palliative Care",16.8
"J Palliat Care","3",89,"Palliative Care",15.2
"J Palliat Care","4",89,"Palliative Care",15.2
"J Palliat Care","5+",155,"Palliative Care",26.5
"J Palliat Med","1",808,"Medicine",25.6
"J Palliat Med","2",570,"Medicine",18.1
"J Palliat Med","3",473,"Medicine",15
"J Palliat Med","4",348,"Medicine",11
"J Palliat Med","5+",955,"Medicine",30.3
"J Parasit Dis","1",10,"Medicine",2.4
"J Parasit Dis","2",67,"Medicine",16
"J Parasit Dis","3",104,"Medicine",24.8
"J Parasit Dis","4",96,"Medicine",22.9
"J Parasit Dis","5+",143,"Medicine",34
"J Parasitol","1",181,"Parasitology",7.1
"J Parasitol","2",526,"Parasitology",20.8
"J Parasitol","3",594,"Parasitology",23.4
"J Parasitol","4",418,"Parasitology",16.5
"J Parasitol","5+",815,"Parasitology",32.2
"J Parasitol Res","1",14,"Unclassified",7.3
"J Parasitol Res","2",18,"Unclassified",9.4
"J Parasitol Res","3",37,"Unclassified",19.3
"J Parasitol Res","4",33,"Unclassified",17.2
"J Parasitol Res","5+",90,"Unclassified",46.9
"J Parkinsons Dis","1",20,"Neurology",5.8
"J Parkinsons Dis","2",35,"Neurology",10.1
"J Parkinsons Dis","3",44,"Neurology",12.7
"J Parkinsons Dis","4",43,"Neurology",12.4
"J Parkinsons Dis","5+",204,"Neurology",59
"J Pastoral Care Counsel","1",483,"Psychology",76.9
"J Pastoral Care Counsel","2",56,"Psychology",8.9
"J Pastoral Care Counsel","3",32,"Psychology",5.1
"J Pastoral Care Counsel","4",27,"Psychology",4.3
"J Pastoral Care Counsel","5+",30,"Psychology",4.8
"J Pathol","1",77,"Pathology",3.6
"J Pathol","2",178,"Pathology",8.4
"J Pathol","3",122,"Pathology",5.7
"J Pathol","4",140,"Pathology",6.6
"J Pathol","5+",1612,"Pathology",75.7
"J Pathol Inform","1",36,"Unclassified",11.5
"J Pathol Inform","2",31,"Unclassified",9.9
"J Pathol Inform","3",42,"Unclassified",13.4
"J Pathol Inform","4",48,"Unclassified",15.3
"J Pathol Inform","5+",156,"Unclassified",49.8
"J Patient Saf","1",27,"Health Services",9.9
"J Patient Saf","2",27,"Health Services",9.9
"J Patient Saf","3",51,"Health Services",18.8
"J Patient Saf","4",39,"Health Services",14.3
"J Patient Saf","5+",128,"Health Services",47.1
"J Pediatr","1",1368,"Pediatrics",17.8
"J Pediatr","2",950,"Pediatrics",12.4
"J Pediatr","3",803,"Pediatrics",10.5
"J Pediatr","4",896,"Pediatrics",11.7
"J Pediatr","5+",3666,"Pediatrics",47.7
"J Pediatr (Rio J)","1",238,"Pediatrics",15.2
"J Pediatr (Rio J)","2",279,"Pediatrics",17.8
"J Pediatr (Rio J)","3",252,"Pediatrics",16.1
"J Pediatr (Rio J)","4",249,"Pediatrics",15.9
"J Pediatr (Rio J)","5+",546,"Pediatrics",34.9
"J Pediatr Adolesc Gynecol","1",239,"Gynecology",19.4
"J Pediatr Adolesc Gynecol","2",210,"Gynecology",17
"J Pediatr Adolesc Gynecol","3",228,"Gynecology",18.5
"J Pediatr Adolesc Gynecol","4",219,"Gynecology",17.8
"J Pediatr Adolesc Gynecol","5+",337,"Gynecology",27.3
"J Pediatr Endocrinol Metab","1",225,"Pediatrics",8.7
"J Pediatr Endocrinol Metab","2",245,"Pediatrics",9.5
"J Pediatr Endocrinol Metab","3",339,"Pediatrics",13.1
"J Pediatr Endocrinol Metab","4",435,"Pediatrics",16.8
"J Pediatr Endocrinol Metab","5+",1344,"Pediatrics",51.9
"J Pediatr Gastroenterol Nutr","1",568,"Gastroenterology",12.8
"J Pediatr Gastroenterol Nutr","2",466,"Gastroenterology",10.5
"J Pediatr Gastroenterol Nutr","3",458,"Gastroenterology",10.3
"J Pediatr Gastroenterol Nutr","4",543,"Gastroenterology",12.2
"J Pediatr Gastroenterol Nutr","5+",2410,"Gastroenterology",54.2
"J Pediatr Health Care","1",462,"Pediatrics",43.8
"J Pediatr Health Care","2",201,"Pediatrics",19.1
"J Pediatr Health Care","3",157,"Pediatrics",14.9
"J Pediatr Health Care","4",94,"Pediatrics",8.9
"J Pediatr Health Care","5+",140,"Pediatrics",13.3
"J Pediatr Hematol Oncol","1",188,"Pediatrics",5.6
"J Pediatr Hematol Oncol","2",268,"Pediatrics",8
"J Pediatr Hematol Oncol","3",333,"Pediatrics",10
"J Pediatr Hematol Oncol","4",494,"Pediatrics",14.8
"J Pediatr Hematol Oncol","5+",2062,"Pediatrics",61.6
"J Pediatr Neurosci","1",32,"Pediatrics",5.8
"J Pediatr Neurosci","2",80,"Pediatrics",14.6
"J Pediatr Neurosci","3",131,"Pediatrics",23.9
"J Pediatr Neurosci","4",162,"Pediatrics",29.6
"J Pediatr Neurosci","5+",143,"Pediatrics",26.1
"J Pediatr Nurs","1",454,"Pediatrics",35.9
"J Pediatr Nurs","2",251,"Pediatrics",19.8
"J Pediatr Nurs","3",201,"Pediatrics",15.9
"J Pediatr Nurs","4",149,"Pediatrics",11.8
"J Pediatr Nurs","5+",211,"Pediatrics",16.7
"J Pediatr Oncol Nurs","1",138,"Pediatrics",26.2
"J Pediatr Oncol Nurs","2",90,"Pediatrics",17.1
"J Pediatr Oncol Nurs","3",76,"Pediatrics",14.4
"J Pediatr Oncol Nurs","4",75,"Pediatrics",14.2
"J Pediatr Oncol Nurs","5+",148,"Pediatrics",28.1
"J Pediatr Ophthalmol Strabismus","1",206,"Ophthalmology",14.7
"J Pediatr Ophthalmol Strabismus","2",246,"Ophthalmology",17.5
"J Pediatr Ophthalmol Strabismus","3",332,"Ophthalmology",23.7
"J Pediatr Ophthalmol Strabismus","4",252,"Ophthalmology",18
"J Pediatr Ophthalmol Strabismus","5+",366,"Ophthalmology",26.1
"J Pediatr Orthop","1",244,"Pediatrics",6.2
"J Pediatr Orthop","2",462,"Pediatrics",11.7
"J Pediatr Orthop","3",757,"Pediatrics",19.2
"J Pediatr Orthop","4",811,"Pediatrics",20.6
"J Pediatr Orthop","5+",1672,"Pediatrics",42.4
"J Pediatr Pharmacol Ther","1",69,"Pediatrics",16.7
"J Pediatr Pharmacol Ther","2",100,"Pediatrics",24.2
"J Pediatr Pharmacol Ther","3",94,"Pediatrics",22.7
"J Pediatr Pharmacol Ther","4",63,"Pediatrics",15.2
"J Pediatr Pharmacol Ther","5+",88,"Pediatrics",21.3
"J Pediatr Psychol","1",149,"Pediatrics",9.8
"J Pediatr Psychol","2",238,"Pediatrics",15.7
"J Pediatr Psychol","3",264,"Pediatrics",17.4
"J Pediatr Psychol","4",224,"Pediatrics",14.8
"J Pediatr Psychol","5+",640,"Pediatrics",42.2
"J Pediatr Rehabil Med","1",41,"Medicine",15
"J Pediatr Rehabil Med","2",62,"Medicine",22.6
"J Pediatr Rehabil Med","3",41,"Medicine",15
"J Pediatr Rehabil Med","4",38,"Medicine",13.9
"J Pediatr Rehabil Med","5+",92,"Medicine",33.6
"J Pediatr Surg","1",328,"Pediatrics",4.6
"J Pediatr Surg","2",522,"Pediatrics",7.3
"J Pediatr Surg","3",957,"Pediatrics",13.4
"J Pediatr Surg","4",1163,"Pediatrics",16.3
"J Pediatr Surg","5+",4150,"Pediatrics",58.3
"J Pediatr Urol","1",165,"Pediatrics",11.6
"J Pediatr Urol","2",163,"Pediatrics",11.5
"J Pediatr Urol","3",217,"Pediatrics",15.3
"J Pediatr Urol","4",237,"Pediatrics",16.7
"J Pediatr Urol","5+",637,"Pediatrics",44.9
"J Pediatric Infect Dis Soc","1",30,"Pediatrics",8.1
"J Pediatric Infect Dis Soc","2",50,"Pediatrics",13.5
"J Pediatric Infect Dis Soc","3",48,"Pediatrics",12.9
"J Pediatric Infect Dis Soc","4",40,"Pediatrics",10.8
"J Pediatric Infect Dis Soc","5+",203,"Pediatrics",54.7
"J Pept Sci","1",70,"Biochemistry",4.9
"J Pept Sci","2",131,"Biochemistry",9.1
"J Pept Sci","3",239,"Biochemistry",16.6
"J Pept Sci","4",237,"Biochemistry",16.5
"J Pept Sci","5+",760,"Biochemistry",52.9
"J Perianesth Nurs","1",706,"Nursing",65.1
"J Perianesth Nurs","2",140,"Nursing",12.9
"J Perianesth Nurs","3",88,"Nursing",8.1
"J Perianesth Nurs","4",66,"Nursing",6.1
"J Perianesth Nurs","5+",85,"Nursing",7.8
"J Perinat Educ","1",339,"Unclassified",62.5
"J Perinat Educ","2",90,"Unclassified",16.6
"J Perinat Educ","3",54,"Unclassified",10
"J Perinat Educ","4",27,"Unclassified",5
"J Perinat Educ","5+",32,"Unclassified",5.9
"J Perinat Med","1",102,"Medicine",6.8
"J Perinat Med","2",123,"Medicine",8.2
"J Perinat Med","3",188,"Medicine",12.5
"J Perinat Med","4",243,"Medicine",16.1
"J Perinat Med","5+",850,"Medicine",56.4
"J Perinat Neonatal Nurs","1",385,"Perinatology",53.9
"J Perinat Neonatal Nurs","2",165,"Perinatology",23.1
"J Perinat Neonatal Nurs","3",76,"Perinatology",10.6
"J Perinat Neonatal Nurs","4",46,"Perinatology",6.4
"J Perinat Neonatal Nurs","5+",42,"Perinatology",5.9
"J Perinatol","1",96,"Perinatology",13.7
"J Perinatol","2",86,"Perinatology",12.3
"J Perinatol","3",109,"Perinatology",15.5
"J Perinatol","4",131,"Perinatology",18.7
"J Perinatol","5+",279,"Perinatology",39.8
"J Periodont Res","1",2,"Unclassified",0.6
"J Periodont Res","2",15,"Unclassified",4.1
"J Periodont Res","3",30,"Unclassified",8.3
"J Periodont Res","4",67,"Unclassified",18.5
"J Periodont Res","5+",249,"Unclassified",68.6
"J Periodontol","1",155,"Dentistry",4.6
"J Periodontol","2",276,"Dentistry",8.2
"J Periodontol","3",398,"Dentistry",11.8
"J Periodontol","4",525,"Dentistry",15.5
"J Periodontol","5+",2026,"Dentistry",59.9
"J Perioper Pract","1",643,"Nursing",74.4
"J Perioper Pract","2",110,"Nursing",12.7
"J Perioper Pract","3",65,"Nursing",7.5
"J Perioper Pract","4",29,"Nursing",3.4
"J Perioper Pract","5+",17,"Nursing",2
"J Peripher Nerv Syst","1",45,"Neurology",7.6
"J Peripher Nerv Syst","2",48,"Neurology",8.1
"J Peripher Nerv Syst","3",67,"Neurology",11.3
"J Peripher Nerv Syst","4",72,"Neurology",12.1
"J Peripher Nerv Syst","5+",361,"Neurology",60.9
"J Pers","1",88,"Psychology",11.4
"J Pers","2",250,"Psychology",32.3
"J Pers","3",187,"Psychology",24.2
"J Pers","4",128,"Psychology",16.6
"J Pers","5+",120,"Psychology",15.5
"J Pers Assess","1",219,"Unclassified",22.1
"J Pers Assess","2",201,"Unclassified",20.2
"J Pers Assess","3",198,"Unclassified",19.9
"J Pers Assess","4",174,"Unclassified",17.5
"J Pers Assess","5+",201,"Unclassified",20.2
"J Pers Disord","1",93,"Medicine",12.6
"J Pers Disord","2",138,"Medicine",18.7
"J Pers Disord","3",138,"Medicine",18.7
"J Pers Disord","4",118,"Medicine",16
"J Pers Disord","5+",252,"Medicine",34.1
"J Pers Med","1",8,"Medicine",6.9
"J Pers Med","2",27,"Medicine",23.3
"J Pers Med","3",13,"Medicine",11.2
"J Pers Med","4",20,"Medicine",17.2
"J Pers Med","5+",48,"Medicine",41.4
"J Pers Soc Psychol","1",105,"Psychology",5.1
"J Pers Soc Psychol","2",585,"Psychology",28.5
"J Pers Soc Psychol","3",566,"Psychology",27.6
"J Pers Soc Psychol","4",395,"Psychology",19.3
"J Pers Soc Psychol","5+",400,"Psychology",19.5
"J Pharm Bioallied Sci","1",58,"Pharmacology",7.9
"J Pharm Bioallied Sci","2",93,"Pharmacology",12.7
"J Pharm Bioallied Sci","3",144,"Pharmacology",19.7
"J Pharm Bioallied Sci","4",163,"Pharmacology",22.3
"J Pharm Bioallied Sci","5+",274,"Pharmacology",37.4
"J Pharm Biomed Anal","1",126,"Medicine",2.1
"J Pharm Biomed Anal","2",586,"Medicine",9.7
"J Pharm Biomed Anal","3",919,"Medicine",15.2
"J Pharm Biomed Anal","4",1140,"Medicine",18.8
"J Pharm Biomed Anal","5+",3280,"Medicine",54.2
"J Pharm Pharm Sci","1",24,"Pharmacology",3.8
"J Pharm Pharm Sci","2",103,"Pharmacology",16.4
"J Pharm Pharm Sci","3",110,"Pharmacology",17.5
"J Pharm Pharm Sci","4",98,"Pharmacology",15.6
"J Pharm Pharm Sci","5+",294,"Pharmacology",46.7
"J Pharm Pharmacol","1",71,"Pharmacology",2.7
"J Pharm Pharmacol","2",261,"Pharmacology",9.9
"J Pharm Pharmacol","3",384,"Pharmacology",14.6
"J Pharm Pharmacol","4",423,"Pharmacology",16.1
"J Pharm Pharmacol","5+",1488,"Pharmacology",56.6
"J Pharm Pract","1",93,"Pharmacology",18.7
"J Pharm Pract","2",137,"Pharmacology",27.5
"J Pharm Pract","3",108,"Pharmacology",21.7
"J Pharm Pract","4",63,"Pharmacology",12.7
"J Pharm Pract","5+",97,"Pharmacology",19.5
"J Pharm Sci","1",184,"Pharmacology",3.6
"J Pharm Sci","2",624,"Pharmacology",12.4
"J Pharm Sci","3",858,"Pharmacology",17
"J Pharm Sci","4",953,"Pharmacology",18.9
"J Pharm Sci","5+",2424,"Pharmacology",48.1
"J Pharmacokinet Pharmacodyn","1",40,"Pharmacology",7.4
"J Pharmacokinet Pharmacodyn","2",119,"Pharmacology",21.9
"J Pharmacokinet Pharmacodyn","3",115,"Pharmacology",21.2
"J Pharmacokinet Pharmacodyn","4",93,"Pharmacology",17.1
"J Pharmacokinet Pharmacodyn","5+",176,"Pharmacology",32.4
"J Pharmacol Exp Ther","1",62,"Pharmacology",1
"J Pharmacol Exp Ther","2",476,"Pharmacology",7.5
"J Pharmacol Exp Ther","3",695,"Pharmacology",10.9
"J Pharmacol Exp Ther","4",848,"Pharmacology",13.3
"J Pharmacol Exp Ther","5+",4290,"Pharmacology",67.3
"J Pharmacol Pharmacother","1",64,"Pharmacology",15.2
"J Pharmacol Pharmacother","2",77,"Pharmacology",18.2
"J Pharmacol Pharmacother","3",92,"Pharmacology",21.8
"J Pharmacol Pharmacother","4",80,"Pharmacology",19
"J Pharmacol Pharmacother","5+",109,"Pharmacology",25.8
"J Pharmacol Sci","1",81,"Pharmacology",3.5
"J Pharmacol Sci","2",207,"Pharmacology",9
"J Pharmacol Sci","3",229,"Pharmacology",10
"J Pharmacol Sci","4",289,"Pharmacology",12.6
"J Pharmacol Sci","5+",1494,"Pharmacology",65
"J Pharmacol Toxicol Methods","1",53,"Pharmacology",6.6
"J Pharmacol Toxicol Methods","2",93,"Pharmacology",11.5
"J Pharmacol Toxicol Methods","3",125,"Pharmacology",15.5
"J Pharmacol Toxicol Methods","4",140,"Pharmacology",17.4
"J Pharmacol Toxicol Methods","5+",395,"Pharmacology",49
"J Photochem Photobiol B Biol","1",50,"Biology",2.6
"J Photochem Photobiol B Biol","2",224,"Biology",11.6
"J Photochem Photobiol B Biol","3",345,"Biology",17.9
"J Photochem Photobiol B Biol","4",390,"Biology",20.2
"J Photochem Photobiol B Biol","5+",919,"Biology",47.7
"J Phycol","1",47,"Botany",5
"J Phycol","2",149,"Botany",16
"J Phycol","3",191,"Botany",20.4
"J Phycol","4",206,"Botany",22.1
"J Phycol","5+",341,"Botany",36.5
"J Phys Act Health","1",51,"Sports Medicine",3.6
"J Phys Act Health","2",164,"Sports Medicine",11.6
"J Phys Act Health","3",254,"Sports Medicine",17.9
"J Phys Act Health","4",270,"Sports Medicine",19.1
"J Phys Act Health","5+",677,"Sports Medicine",47.8
"J Phys Chem","1",1425,"Chemistry",3.7
"J Phys Chem","2",7331,"Chemistry",19.1
"J Phys Chem","3",8861,"Chemistry",23
"J Phys Chem","4",7353,"Chemistry",19.1
"J Phys Chem","5+",13473,"Chemistry",35
"J Phys Chem Lett","1",126,"Chemistry",4.4
"J Phys Chem Lett","2",410,"Chemistry",14.3
"J Phys Chem Lett","3",519,"Chemistry",18.1
"J Phys Chem Lett","4",534,"Chemistry",18.6
"J Phys Chem Lett","5+",1275,"Chemistry",44.5
"J Phys Condens Matter","1",455,"Biophysics",9.1
"J Phys Condens Matter","2",1086,"Biophysics",21.8
"J Phys Condens Matter","3",1031,"Biophysics",20.7
"J Phys Condens Matter","4",789,"Biophysics",15.8
"J Phys Condens Matter","5+",1627,"Biophysics",32.6
"J Phys Ther Sci","1",201,"Physical and Rehabilitation Medicine",9.8
"J Phys Ther Sci","2",413,"Physical and Rehabilitation Medicine",20.2
"J Phys Ther Sci","3",512,"Physical and Rehabilitation Medicine",25.1
"J Phys Ther Sci","4",271,"Physical and Rehabilitation Medicine",13.3
"J Phys Ther Sci","5+",644,"Physical and Rehabilitation Medicine",31.6
"J Physician Assist Educ","1",98,"Education",37.3
"J Physician Assist Educ","2",55,"Education",20.9
"J Physician Assist Educ","3",48,"Education",18.3
"J Physician Assist Educ","4",29,"Education",11
"J Physician Assist Educ","5+",33,"Education",12.5
"J Physiol (Lond)","1",949,"Physiology",12.8
"J Physiol (Lond)","2",1400,"Physiology",18.9
"J Physiol (Lond)","3",1255,"Physiology",16.9
"J Physiol (Lond)","4",1071,"Physiology",14.5
"J Physiol (Lond)","5+",2732,"Physiology",36.9
"J Physiol Anthropol","1",30,"Physiology",7.4
"J Physiol Anthropol","2",59,"Physiology",14.5
"J Physiol Anthropol","3",60,"Physiology",14.8
"J Physiol Anthropol","4",85,"Physiology",20.9
"J Physiol Anthropol","5+",172,"Physiology",42.4
"J Physiol Anthropol Appl Human Sci","1",38,"Physiology",17.5
"J Physiol Anthropol Appl Human Sci","2",52,"Physiology",24
"J Physiol Anthropol Appl Human Sci","3",38,"Physiology",17.5
"J Physiol Anthropol Appl Human Sci","4",33,"Physiology",15.2
"J Physiol Anthropol Appl Human Sci","5+",56,"Physiology",25.8
"J Physiol Biochem","1",10,"Physiology",2.3
"J Physiol Biochem","2",34,"Physiology",8
"J Physiol Biochem","3",44,"Physiology",10.3
"J Physiol Biochem","4",74,"Physiology",17.3
"J Physiol Biochem","5+",265,"Physiology",62.1
"J Physiol Paris","1",114,"Physiology",22.8
"J Physiol Paris","2",117,"Physiology",23.4
"J Physiol Paris","3",114,"Physiology",22.8
"J Physiol Paris","4",64,"Physiology",12.8
"J Physiol Paris","5+",90,"Physiology",18
"J Physiol Sci","1",31,"Physiology",5.4
"J Physiol Sci","2",52,"Physiology",9
"J Physiol Sci","3",77,"Physiology",13.3
"J Physiol Sci","4",95,"Physiology",16.5
"J Physiol Sci","5+",322,"Physiology",55.8
"J Physiother","1",173,"Physical and Rehabilitation Medicine",39.6
"J Physiother","2",79,"Physical and Rehabilitation Medicine",18.1
"J Physiother","3",50,"Physical and Rehabilitation Medicine",11.4
"J Physiother","4",36,"Physical and Rehabilitation Medicine",8.2
"J Physiother","5+",99,"Physical and Rehabilitation Medicine",22.7
"J Pineal Res","1",27,"Endocrinology",2.1
"J Pineal Res","2",84,"Endocrinology",6.5
"J Pineal Res","3",125,"Endocrinology",9.6
"J Pineal Res","4",184,"Endocrinology",14.1
"J Pineal Res","5+",881,"Endocrinology",67.7
"J Plant Physiol","1",72,"Physiology",2.7
"J Plant Physiol","2",304,"Physiology",11.4
"J Plant Physiol","3",488,"Physiology",18.3
"J Plant Physiol","4",499,"Physiology",18.8
"J Plant Physiol","5+",1298,"Physiology",48.8
"J Plant Res","1",111,"Botany",10.9
"J Plant Res","2",197,"Botany",19.3
"J Plant Res","3",187,"Botany",18.3
"J Plant Res","4",188,"Botany",18.4
"J Plant Res","5+",339,"Botany",33.2
"J Plast Reconstr Aesthet Surg","1",258,"General Surgery",7.4
"J Plast Reconstr Aesthet Surg","2",553,"General Surgery",15.8
"J Plast Reconstr Aesthet Surg","3",736,"General Surgery",21.1
"J Plast Reconstr Aesthet Surg","4",686,"General Surgery",19.7
"J Plast Reconstr Aesthet Surg","5+",1257,"General Surgery",36
"J Plast Surg Hand Surg","1",13,"General Surgery",2.7
"J Plast Surg Hand Surg","2",47,"General Surgery",9.7
"J Plast Surg Hand Surg","3",101,"General Surgery",20.7
"J Plast Surg Hand Surg","4",97,"General Surgery",19.9
"J Plast Surg Hand Surg","5+",229,"General Surgery",47
"J Popul Ther Clin Pharmacol","1",48,"Pharmacology",24.2
"J Popul Ther Clin Pharmacol","2",32,"Pharmacology",16.2
"J Popul Ther Clin Pharmacol","3",21,"Pharmacology",10.6
"J Popul Ther Clin Pharmacol","4",22,"Pharmacology",11.1
"J Popul Ther Clin Pharmacol","5+",75,"Pharmacology",37.9
"J Pract Nurs","1",88,"Nursing",75.2
"J Pract Nurs","2",23,"Nursing",19.7
"J Pract Nurs","3",5,"Nursing",4.3
"J Pract Nurs","4",0,"Nursing",0
"J Pract Nurs","5+",1,"Nursing",0.9
"J Pregnancy","1",8,"Obstetrics",4.7
"J Pregnancy","2",29,"Obstetrics",17
"J Pregnancy","3",32,"Obstetrics",18.7
